,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24149,30,Male,Bachelor,51412.0,8.0,Rent,10000,Medical,16.11,0.19,9.0,594.0,Yes,0
24150,32,Male,Master,85042.0,6.0,Mortgage,4000,Venture,5.79,0.05,5.0,726.0,No,0
24151,27,Female,High School,85122.0,5.0,Mortgage,23095,Debtconsolidation,7.66,0.29,5.0,692.0,Yes,0
24152,29,Male,High School,84957.0,8.0,Mortgage,8000,Education,11.01,0.09,9.0,526.0,Yes,0
24153,31,Female,Associate,66125.0,8.0,Mortgage,23095,Medical,14.54,0.37,7.0,528.0,No,1
24154,30,Male,Master,51723.0,5.0,Rent,10000,Venture,11.01,0.19,9.0,625.0,No,0
24155,30,Male,Associate,51823.0,8.0,Rent,10000,Medical,11.01,0.19,7.0,515.0,Yes,0
24156,27,Male,Doctorate,51158.0,2.0,Rent,10000,Education,11.01,0.2,8.0,711.0,Yes,0
24157,28,Male,Bachelor,51242.0,6.0,Rent,10000,Education,9.32,0.2,9.0,671.0,No,0
24158,28,Male,Associate,51969.0,7.0,Rent,10000,Debtconsolidation,7.88,0.19,6.0,626.0,No,0
24159,27,Male,Associate,52722.0,3.0,Rent,10000,Medical,12.42,0.19,9.0,643.0,Yes,0
24160,34,Male,Bachelor,85146.0,10.0,Mortgage,14000,Personal,16.4,0.16,6.0,651.0,No,0
24161,28,Female,Bachelor,85317.0,5.0,Own,23095,Personal,15.57,0.29,9.0,606.0,No,0
24162,31,Male,Bachelor,84898.0,5.0,Mortgage,12000,Medical,6.91,0.14,7.0,666.0,Yes,0
24163,31,Male,Master,84930.0,8.0,Mortgage,8400,Personal,6.91,0.1,9.0,584.0,Yes,0
24164,27,Female,Associate,84813.0,6.0,Own,2250,Homeimprovement,10.36,0.03,7.0,589.0,No,0
24165,27,Male,Master,85266.0,2.0,Mortgage,1300,Medical,5.79,0.02,9.0,655.0,Yes,0
24166,27,Male,Associate,85086.0,7.0,Mortgage,1000,Debtconsolidation,6.54,0.01,5.0,663.0,No,0
24167,27,Female,Master,52462.0,5.0,Rent,10000,Personal,13.98,0.19,9.0,666.0,No,0
24168,34,Female,Bachelor,84846.0,12.0,Mortgage,20000,Debtconsolidation,6.54,0.24,5.0,653.0,Yes,0
24169,27,Male,Associate,52600.0,5.0,Rent,10000,Education,7.49,0.19,10.0,497.5,Yes,0
24170,27,Female,Bachelor,85170.0,6.0,Mortgage,8000,Homeimprovement,14.46,0.09,7.0,720.0,No,0
24171,31,Female,Associate,53436.0,11.0,Rent,10000,Medical,10.74,0.19,5.0,691.0,No,0
24172,31,Male,Bachelor,84887.0,7.0,Mortgage,4000,Education,6.54,0.05,7.0,662.0,No,0
24173,33,Male,Master,53144.0,12.0,Rent,10000,Personal,6.92,0.19,6.0,674.0,Yes,0
24174,29,Female,Bachelor,84781.0,6.0,Own,13000,Venture,6.91,0.15,8.0,675.0,Yes,0
24175,30,Male,Bachelor,84676.0,7.0,Mortgage,10200,Homeimprovement,6.91,0.12,8.0,606.0,No,0
24176,27,Female,Bachelor,54095.0,3.0,Rent,10000,Medical,16.77,0.18,9.0,612.0,Yes,0
24177,30,Female,Bachelor,66447.0,6.0,Mortgage,23095,Medical,6.91,0.35,7.0,692.0,No,1
24178,33,Male,Bachelor,84920.0,15.0,Mortgage,14000,Homeimprovement,12.61,0.16,10.0,613.0,No,0
24179,35,Male,High School,53875.0,13.0,Rent,10000,Debtconsolidation,6.54,0.19,6.0,651.0,Yes,0
24180,35,Male,Associate,47222.0,14.0,Rent,10000,Homeimprovement,12.23,0.21,7.0,644.0,No,1
24181,29,Male,Bachelor,55071.0,7.0,Rent,10000,Venture,12.42,0.18,7.0,567.0,Yes,0
24182,32,Male,High School,84889.0,11.0,Mortgage,9000,Homeimprovement,7.14,0.11,10.0,568.0,Yes,0
24183,30,Male,Master,84404.0,11.0,Mortgage,12250,Personal,7.51,0.15,6.0,612.0,No,0
24184,30,Female,Associate,55089.0,5.0,Rent,10000,Personal,7.51,0.18,7.0,629.0,No,0
24185,34,Male,High School,55056.0,12.0,Rent,10000,Venture,11.71,0.18,10.0,664.0,Yes,0
24186,31,Female,Master,55294.0,11.0,Rent,10000,Education,10.65,0.18,5.0,589.0,No,0
24187,28,Female,Associate,77657.0,5.0,Mortgage,6000,Homeimprovement,16.45,0.08,9.0,681.0,No,1
24188,28,Male,Bachelor,85013.0,9.0,Mortgage,4000,Medical,6.39,0.05,8.0,697.0,No,0
24189,28,Female,High School,55251.0,4.0,Rent,10000,Debtconsolidation,9.91,0.18,6.0,657.0,Yes,0
24190,32,Male,High School,85368.0,11.0,Own,14400,Medical,7.88,0.17,10.0,615.0,Yes,0
24191,30,Female,Bachelor,84678.0,9.0,Mortgage,10000,Debtconsolidation,10.75,0.12,6.0,596.0,Yes,0
24192,29,Female,Bachelor,55272.0,6.0,Rent,10000,Medical,11.01,0.18,5.0,662.0,No,0
24193,29,Female,Bachelor,85024.0,5.0,Mortgage,4000,Medical,11.86,0.05,5.0,596.0,No,0
24194,28,Female,Associate,85026.0,7.0,Own,8000,Venture,11.49,0.09,9.0,678.0,Yes,0
24195,31,Male,Associate,84953.0,5.0,Mortgage,8000,Personal,7.88,0.09,5.0,650.0,No,0
24196,27,Female,Bachelor,55116.0,2.0,Rent,10000,Education,11.01,0.18,9.0,664.0,No,0
24197,33,Female,Master,66213.0,13.0,Mortgage,5000,Medical,11.86,0.08,9.0,677.0,No,1
24198,35,Female,High School,54789.0,15.0,Rent,10000,Venture,10.36,0.18,5.0,588.0,No,0
24199,29,Female,Bachelor,84531.0,7.0,Mortgage,20000,Education,9.88,0.24,10.0,622.0,Yes,0
24200,28,Male,Bachelor,84906.0,4.0,Mortgage,3000,Personal,6.39,0.04,8.0,633.0,No,0
24201,30,Male,Associate,85117.0,6.0,Mortgage,15000,Homeimprovement,12.73,0.18,6.0,675.0,Yes,0
24202,28,Female,Bachelor,47635.0,3.0,Rent,10000,Medical,14.96,0.21,6.0,672.0,No,1
24203,31,Female,Master,77813.0,12.0,Mortgage,23095,Debtconsolidation,10.62,0.32,5.0,703.0,No,1
24204,27,Male,Master,54914.0,3.0,Rent,10000,Debtconsolidation,7.51,0.18,5.0,569.0,Yes,0
24205,27,Female,Bachelor,54791.0,5.0,Rent,10000,Medical,14.22,0.18,6.0,638.0,Yes,0
24206,35,Male,Bachelor,47959.0,10.0,Rent,10000,Medical,13.16,0.21,6.0,720.0,No,1
24207,30,Male,Bachelor,85103.0,7.0,Mortgage,6000,Medical,11.01,0.07,7.0,724.0,Yes,0
24208,28,Male,High School,66261.0,1.0,Mortgage,5000,Medical,16.07,0.08,8.0,641.0,No,1
24209,29,Female,Associate,47210.0,7.0,Rent,10000,Homeimprovement,14.11,0.21,7.0,574.0,No,1
24210,31,Female,Master,85082.0,9.0,Mortgage,4625,Medical,10.62,0.05,6.0,597.0,Yes,0
24211,31,Female,Bachelor,84506.0,10.0,Mortgage,14000,Venture,7.88,0.17,10.0,672.0,Yes,0
24212,32,Female,Master,85027.0,11.0,Mortgage,10000,Debtconsolidation,9.88,0.12,5.0,653.0,No,0
24213,35,Female,Associate,84726.0,12.0,Own,17000,Venture,9.88,0.2,6.0,701.0,Yes,0
24214,30,Male,Master,77763.0,11.0,Mortgage,10000,Debtconsolidation,10.25,0.13,8.0,720.0,No,1
24215,30,Female,Bachelor,55012.0,5.0,Rent,10000,Venture,13.36,0.18,9.0,563.0,Yes,0
24216,27,Male,Master,66656.0,3.0,Mortgage,11000,Medical,15.33,0.17,10.0,557.0,No,1
24217,29,Male,High School,85080.0,7.0,Mortgage,6500,Debtconsolidation,7.88,0.08,9.0,597.0,Yes,0
24218,29,Male,Associate,84817.0,4.0,Mortgage,10000,Debtconsolidation,13.85,0.12,7.0,554.0,Yes,0
24219,27,Male,Associate,54943.0,2.0,Rent,10000,Medical,9.2,0.18,10.0,602.0,Yes,0
24220,34,Female,Associate,64524.0,10.0,Rent,4325,Debtconsolidation,10.75,0.07,5.0,707.0,Yes,0
24221,33,Male,Bachelor,85249.0,10.0,Mortgage,3000,Debtconsolidation,13.57,0.04,9.0,575.0,Yes,0
24222,31,Male,Bachelor,77836.0,8.0,Mortgage,5100,Debtconsolidation,13.22,0.07,10.0,668.0,No,1
24223,34,Male,Master,13287.0,11.0,Rent,4250,Venture,12.68,0.32,5.0,648.0,No,1
24224,28,Male,Doctorate,42798.0,5.0,Rent,4250,Venture,16.96,0.1,6.0,637.0,Yes,0
24225,34,Male,Associate,85237.0,9.0,Mortgage,4000,Personal,7.74,0.05,5.0,698.0,No,0
24226,28,Male,High School,13683.0,4.0,Rent,4200,Debtconsolidation,11.83,0.31,5.0,507.0,No,1
24227,31,Male,Bachelor,18143.0,6.0,Rent,4200,Debtconsolidation,14.17,0.23,8.0,590.0,No,1
24228,27,Male,Bachelor,85012.0,2.0,Mortgage,8000,Venture,16.0,0.09,10.0,579.0,Yes,0
24229,33,Female,Master,84959.0,13.0,Mortgage,5600,Personal,13.57,0.07,8.0,626.0,Yes,0
24230,28,Female,Bachelor,84909.0,5.0,Mortgage,20000,Homeimprovement,12.18,0.24,6.0,672.0,Yes,0
24231,30,Male,Bachelor,48255.0,5.0,Rent,10000,Debtconsolidation,19.59,0.21,10.0,691.0,No,1
24232,31,Male,Master,84828.0,9.0,Mortgage,2000,Education,7.4,0.02,7.0,688.0,Yes,0
24233,29,Female,High School,85013.0,6.0,Other,5000,Personal,11.14,0.06,6.0,609.0,Yes,0
24234,28,Female,High School,84975.0,3.0,Mortgage,15000,Venture,16.0,0.18,7.0,658.0,Yes,0
24235,27,Female,Associate,77892.0,4.0,Mortgage,6000,Education,11.01,0.08,6.0,634.0,No,1
24236,27,Male,Master,56206.0,5.0,Rent,10000,Venture,11.01,0.18,5.0,596.0,No,0
24237,32,Male,Bachelor,56044.0,8.0,Rent,10000,Personal,10.59,0.18,7.0,705.0,No,0
24238,35,Male,Associate,55985.0,11.0,Rent,10000,Medical,17.14,0.18,5.0,499.0,Yes,0
24239,31,Female,High School,56555.0,7.0,Rent,10000,Medical,7.51,0.18,7.0,653.0,No,0
24240,29,Female,Bachelor,48941.0,8.0,Rent,10000,Homeimprovement,13.16,0.2,7.0,683.0,No,1
24241,27,Female,Bachelor,56230.0,6.0,Rent,10000,Venture,9.32,0.18,7.0,550.0,Yes,0
24242,27,Female,Associate,84988.0,2.0,Own,15000,Personal,12.84,0.18,10.0,647.0,No,0
24243,28,Female,Bachelor,37154.0,6.0,Rent,4200,Venture,15.23,0.11,7.0,634.0,Yes,0
24244,34,Male,High School,36835.0,10.0,Rent,4200,Venture,5.79,0.11,5.0,704.0,Yes,0
24245,33,Male,Master,84798.0,11.0,Mortgage,20000,Venture,12.84,0.24,7.0,606.0,Yes,0
24246,27,Male,Bachelor,37347.0,8.0,Rent,4200,Venture,12.53,0.11,10.0,648.0,No,0
24247,35,Male,Bachelor,38085.0,15.0,Rent,4200,Education,14.79,0.11,6.0,682.0,No,0
24248,28,Female,Associate,78102.0,10.0,Other,15000,Personal,9.63,0.19,10.0,655.0,No,1
24249,31,Female,Master,39066.0,7.0,Rent,4200,Medical,9.99,0.11,7.0,653.0,Yes,0
24250,27,Female,Associate,39511.0,4.0,Rent,4200,Medical,8.0,0.11,10.0,620.0,Yes,0
24251,28,Male,Bachelor,41232.0,5.0,Rent,4200,Education,10.0,0.1,5.0,617.0,Yes,0
24252,27,Male,High School,42813.0,9.0,Rent,4200,Personal,11.01,0.1,5.0,672.0,Yes,0
24253,30,Female,Associate,44090.0,9.0,Rent,4200,Education,14.27,0.1,5.0,649.0,No,0
24254,34,Female,Bachelor,77513.0,14.0,Mortgage,23095,Personal,10.71,0.31,7.0,611.0,No,1
24255,28,Male,Associate,84850.0,7.0,Mortgage,5275,Venture,11.01,0.06,5.0,637.0,Yes,0
24256,28,Female,Associate,84949.0,4.0,Mortgage,5000,Education,7.43,0.06,5.0,538.0,Yes,0
24257,29,Male,Bachelor,84934.0,7.0,Mortgage,5000,Medical,5.99,0.06,5.0,636.0,Yes,0
24258,30,Male,Bachelor,49157.0,10.0,Rent,4200,Personal,12.68,0.09,7.0,649.0,Yes,0
24259,33,Male,High School,85062.0,10.0,Mortgage,5000,Personal,11.71,0.06,6.0,679.0,Yes,0
24260,28,Female,Bachelor,48865.0,5.0,Rent,4200,Venture,7.51,0.09,5.0,566.0,Yes,0
24261,32,Male,Bachelor,85132.0,8.0,Mortgage,4100,Debtconsolidation,7.51,0.05,6.0,636.0,No,0
24262,27,Male,Master,84945.0,9.0,Mortgage,6000,Homeimprovement,7.29,0.07,5.0,696.0,Yes,0
24263,28,Male,Associate,85312.0,9.0,Own,3500,Venture,6.62,0.04,9.0,645.0,Yes,0
24264,28,Female,Bachelor,85296.0,6.0,Mortgage,6000,Education,11.11,0.07,5.0,617.0,No,0
24265,27,Male,Associate,85133.0,8.0,Mortgage,1500,Venture,11.01,0.02,9.0,650.0,No,0
24266,32,Male,Associate,85552.0,6.0,Mortgage,13000,Personal,7.88,0.15,9.0,652.0,No,0
24267,27,Male,Master,85604.0,4.0,Mortgage,15000,Personal,11.01,0.18,9.0,655.0,Yes,0
24268,27,Male,Bachelor,53051.0,3.0,Rent,4200,Medical,10.74,0.08,6.0,525.0,Yes,0
24269,32,Female,High School,78223.0,8.0,Mortgage,19400,Education,13.11,0.25,10.0,686.0,No,1
24270,28,Male,Master,78585.0,6.0,Mortgage,4000,Venture,13.79,0.05,8.0,681.0,No,1
24271,27,Female,High School,58632.0,7.0,Rent,4200,Debtconsolidation,10.74,0.07,5.0,682.0,Yes,0
24272,34,Male,Master,85755.0,11.0,Mortgage,10000,Debtconsolidation,11.26,0.12,9.0,624.0,Yes,0
24273,33,Female,Bachelor,85628.0,11.0,Mortgage,1500,Medical,10.65,0.02,5.0,673.0,Yes,0
24274,30,Female,Associate,59068.0,11.0,Rent,4200,Medical,11.48,0.07,7.0,645.0,No,0
24275,32,Female,Bachelor,63242.0,11.0,Rent,4200,Education,7.51,0.07,6.0,686.0,No,0
24276,32,Male,Bachelor,63339.0,12.0,Rent,4200,Education,13.23,0.07,10.0,663.0,Yes,0
24277,28,Female,High School,86001.0,9.0,Mortgage,20000,Personal,12.21,0.23,9.0,629.0,Yes,0
24278,35,Male,Associate,64466.0,12.0,Rent,4200,Homeimprovement,11.71,0.07,6.0,673.0,No,0
24279,28,Female,High School,85980.0,6.0,Mortgage,23095,Education,15.37,0.29,6.0,629.0,No,0
24280,28,Female,Bachelor,86371.0,8.0,Mortgage,7600,Personal,6.03,0.09,9.0,638.0,No,0
24281,32,Female,Associate,65460.0,10.0,Rent,4200,Personal,13.98,0.06,10.0,695.0,Yes,0
24282,29,Male,Master,66829.0,8.0,Rent,4200,Personal,15.95,0.06,10.0,679.0,Yes,0
24283,29,Male,Bachelor,66867.0,7.0,Rent,4200,Homeimprovement,11.01,0.06,9.0,547.0,Yes,0
24284,28,Male,Associate,86321.0,5.0,Mortgage,12000,Personal,8.49,0.14,9.0,619.0,No,0
24285,30,Female,Master,62003.0,12.0,Rent,4200,Personal,9.91,0.07,7.0,616.0,No,1
24286,33,Female,Master,85847.0,11.0,Mortgage,5300,Medical,11.49,0.06,7.0,640.0,No,0
24287,32,Male,Bachelor,86466.0,11.0,Mortgage,14000,Homeimprovement,6.99,0.16,8.0,635.0,Yes,0
24288,31,Female,High School,72738.0,9.0,Rent,4200,Homeimprovement,8.49,0.06,10.0,593.0,No,0
24289,29,Female,Master,72918.0,6.0,Rent,4200,Medical,8.63,0.06,10.0,661.0,Yes,0
24290,33,Female,Master,86275.0,14.0,Mortgage,10000,Homeimprovement,5.79,0.12,9.0,683.0,Yes,0
24291,33,Female,Associate,86486.0,12.0,Mortgage,8000,Education,12.68,0.09,10.0,715.0,No,0
24292,29,Male,High School,86092.0,6.0,Mortgage,11000,Homeimprovement,13.43,0.13,6.0,670.0,Yes,0
24293,28,Female,Doctorate,85970.0,9.0,Mortgage,20000,Personal,11.01,0.23,8.0,549.0,Yes,0
24294,27,Male,Associate,67351.0,9.0,Rent,4200,Medical,14.26,0.06,8.0,638.0,No,1
24295,35,Female,Associate,74841.0,12.0,Rent,4200,Medical,7.29,0.06,9.0,708.0,No,0
24296,32,Male,Master,78851.0,13.0,Rent,4200,Venture,14.79,0.05,10.0,672.0,Yes,0
24297,29,Male,Associate,86517.0,9.0,Own,14000,Medical,7.14,0.16,5.0,659.0,No,0
24298,33,Male,Associate,86324.0,12.0,Mortgage,6000,Personal,14.72,0.07,7.0,677.0,No,0
24299,29,Female,Associate,86509.0,6.0,Mortgage,4000,Debtconsolidation,7.14,0.05,9.0,605.0,No,0
24300,27,Female,Bachelor,65420.0,3.0,Rent,4200,Medical,11.99,0.06,8.0,675.0,No,1
24301,32,Male,Associate,77982.0,8.0,Rent,4200,Education,11.01,0.05,5.0,626.0,No,1
24302,27,Male,Associate,86389.0,4.0,Rent,4200,Debtconsolidation,11.01,0.05,5.0,637.0,Yes,0
24303,34,Female,Bachelor,85085.0,10.0,Rent,4200,Education,14.61,0.05,6.0,695.0,No,1
24304,30,Female,Associate,102716.0,7.0,Rent,4200,Medical,5.99,0.04,6.0,649.0,Yes,0
24305,28,Female,High School,86775.0,7.0,Mortgage,9800,Venture,12.21,0.11,5.0,625.0,Yes,0
24306,27,Female,Associate,113141.0,5.0,Rent,4200,Personal,5.42,0.04,6.0,657.0,Yes,0
24307,29,Female,High School,30868.0,3.0,Rent,4125,Personal,11.71,0.13,6.0,632.0,Yes,0
24308,28,Male,High School,86257.0,4.0,Mortgage,23095,Education,18.62,0.29,7.0,660.0,Yes,0
24309,34,Male,High School,72151.0,9.0,Rent,4100,Education,14.91,0.06,10.0,617.0,No,1
24310,31,Female,High School,24098.0,10.0,Rent,4075,Medical,8.32,0.17,6.0,692.0,No,1
24311,27,Female,Associate,86469.0,4.0,Mortgage,9000,Venture,6.54,0.1,6.0,600.0,Yes,0
24312,34,Female,Bachelor,66794.0,9.0,Rent,4050,Education,11.01,0.06,9.0,612.0,Yes,0
24313,27,Male,Bachelor,86600.0,4.0,Mortgage,15000,Education,11.01,0.17,8.0,636.0,Yes,0
24314,29,Male,High School,86948.0,4.0,Mortgage,6000,Debtconsolidation,9.63,0.07,10.0,625.0,Yes,0
24315,28,Male,High School,86787.0,7.0,Mortgage,15000,Homeimprovement,11.49,0.17,7.0,631.0,No,0
24316,35,Male,High School,86478.0,12.0,Mortgage,19200,Homeimprovement,10.99,0.22,6.0,705.0,No,0
24317,28,Female,High School,15362.0,5.0,Rent,4000,Medical,11.01,0.26,9.0,529.0,No,1
24318,27,Male,Associate,87206.0,2.0,Mortgage,9000,Homeimprovement,13.8,0.1,5.0,645.0,Yes,0
24319,27,Male,Bachelor,87098.0,3.0,Mortgage,11500,Education,9.63,0.13,9.0,648.0,No,0
24320,31,Male,Master,57555.0,5.0,Rent,10000,Education,11.99,0.17,8.0,613.0,Yes,0
24321,28,Male,Associate,57470.0,4.0,Rent,10000,Personal,9.99,0.17,8.0,674.0,No,0
24322,31,Female,High School,57751.0,6.0,Rent,10000,Medical,15.96,0.17,10.0,516.0,Yes,0
24323,27,Male,Bachelor,87311.0,3.0,Mortgage,22000,Personal,17.58,0.25,6.0,649.0,Yes,0
24324,31,Male,Associate,80028.0,9.0,Mortgage,2400,Homeimprovement,9.91,0.03,5.0,557.0,No,1
24325,28,Female,Bachelor,50650.0,5.0,Rent,10000,Debtconsolidation,11.01,0.2,6.0,667.0,No,1
24326,34,Male,Bachelor,87374.0,12.0,Own,13150,Medical,6.03,0.15,10.0,577.0,Yes,0
24327,29,Male,Associate,58326.0,7.0,Rent,10000,Debtconsolidation,7.49,0.17,5.0,560.0,Yes,0
24328,34,Female,High School,87317.0,10.0,Mortgage,10000,Homeimprovement,13.49,0.11,8.0,621.0,No,0
24329,31,Male,Associate,51407.0,6.0,Rent,10000,Education,11.71,0.19,5.0,530.0,No,1
24330,27,Male,Bachelor,87570.0,6.0,Mortgage,10000,Debtconsolidation,7.9,0.11,7.0,650.0,Yes,0
24331,28,Female,Associate,87271.0,7.0,Mortgage,4500,Medical,6.62,0.05,8.0,637.0,No,0
24332,27,Male,Bachelor,87540.0,8.0,Mortgage,21100,Medical,8.9,0.24,8.0,567.0,No,0
24333,30,Female,Associate,80184.0,7.0,Mortgage,12000,Homeimprovement,11.71,0.15,6.0,693.0,No,1
24334,29,Female,High School,58869.0,8.0,Rent,10000,Medical,13.8,0.17,10.0,618.0,No,0
24335,34,Female,Master,87342.0,11.0,Mortgage,5800,Venture,11.01,0.07,9.0,706.0,No,0
24336,29,Male,Bachelor,87081.0,4.0,Mortgage,14000,Medical,10.65,0.16,7.0,663.0,Yes,0
24337,27,Male,Bachelor,87490.0,3.0,Mortgage,17000,Medical,6.03,0.19,6.0,700.0,No,0
24338,29,Female,Master,51668.0,6.0,Rent,10000,Homeimprovement,15.21,0.19,7.0,597.0,No,1
24339,31,Male,Master,87450.0,9.0,Mortgage,1900,Medical,7.51,0.02,6.0,651.0,No,0
24340,27,Male,Master,87471.0,4.0,Mortgage,15000,Education,11.01,0.17,5.0,648.0,Yes,0
24341,28,Female,Master,87415.0,10.0,Mortgage,23095,Education,15.96,0.32,10.0,549.0,Yes,0
24342,29,Female,Associate,58698.0,4.0,Rent,10000,Personal,7.51,0.17,7.0,566.0,Yes,0
24343,27,Male,Bachelor,87737.0,5.0,Mortgage,6500,Medical,6.03,0.07,5.0,578.0,Yes,0
24344,27,Male,Master,87496.0,5.0,Own,10000,Medical,6.62,0.11,9.0,693.0,No,0
24345,27,Male,Master,87477.0,3.0,Mortgage,14000,Personal,12.42,0.16,10.0,581.0,Yes,0
24346,31,Male,Bachelor,87174.0,8.0,Mortgage,9800,Homeimprovement,6.62,0.11,8.0,563.0,Yes,0
24347,35,Female,Associate,87249.0,13.0,Mortgage,12800,Homeimprovement,6.62,0.15,5.0,698.0,No,0
24348,29,Male,Bachelor,58847.0,4.0,Rent,10000,Medical,10.62,0.17,10.0,640.0,No,0
24349,27,Female,Bachelor,58431.0,7.0,Rent,10000,Medical,10.62,0.17,6.0,634.0,No,0
24350,28,Male,Associate,58584.0,7.0,Rent,10000,Personal,13.48,0.17,9.0,517.0,Yes,0
24351,27,Female,Bachelor,87036.0,2.0,Mortgage,15000,Debtconsolidation,5.42,0.17,5.0,634.0,Yes,0
24352,34,Female,High School,58376.0,12.0,Rent,10000,Personal,15.7,0.17,9.0,635.0,Yes,0
24353,30,Male,Associate,58783.0,8.0,Rent,10000,Venture,12.87,0.17,8.0,568.0,Yes,0
24354,30,Male,High School,58682.0,5.0,Rent,10000,Education,12.18,0.17,9.0,585.0,Yes,0
24355,30,Male,Bachelor,87715.0,6.0,Mortgage,4800,Debtconsolidation,13.49,0.05,7.0,665.0,No,0
24356,29,Male,Associate,87411.0,7.0,Mortgage,10800,Education,6.99,0.12,8.0,561.0,Yes,0
24357,30,Female,High School,87596.0,8.0,Mortgage,14000,Medical,6.99,0.16,9.0,647.0,No,0
24358,27,Male,Bachelor,87248.0,7.0,Mortgage,9500,Medical,13.99,0.11,6.0,619.0,Yes,0
24359,33,Female,Associate,87519.0,12.0,Mortgage,5000,Personal,6.99,0.06,5.0,624.0,No,0
24360,31,Female,Master,87425.0,8.0,Own,16000,Education,11.01,0.18,7.0,526.0,Yes,0
24361,27,Male,High School,87370.0,2.0,Own,12000,Education,9.99,0.14,9.0,659.0,Yes,0
24362,30,Male,Associate,87364.0,5.0,Mortgage,3000,Homeimprovement,9.99,0.03,9.0,684.0,No,0
24363,33,Female,Associate,87109.0,10.0,Mortgage,4250,Debtconsolidation,5.42,0.05,5.0,633.0,Yes,0
24364,28,Female,High School,58246.0,2.0,Rent,10000,Education,10.08,0.17,6.0,628.0,No,0
24365,27,Male,Bachelor,87619.0,6.0,Mortgage,6150,Medical,11.01,0.07,5.0,658.0,Yes,0
24366,29,Female,Bachelor,87380.0,8.0,Mortgage,12000,Medical,11.49,0.14,5.0,663.0,Yes,0
24367,29,Male,Associate,87495.0,7.0,Mortgage,16800,Venture,15.62,0.19,9.0,570.0,Yes,0
24368,28,Male,Associate,68220.0,6.0,Mortgage,10000,Medical,8.49,0.15,8.0,674.0,No,1
24369,27,Male,Bachelor,87477.0,4.0,Mortgage,10000,Debtconsolidation,10.99,0.11,9.0,607.0,No,0
24370,27,Male,Bachelor,87655.0,5.0,Mortgage,7000,Personal,11.49,0.08,8.0,720.0,No,0
24371,31,Female,Master,87326.0,6.0,Mortgage,7000,Medical,5.42,0.08,8.0,578.0,Yes,0
24372,30,Female,Master,80312.0,8.0,Mortgage,11200,Education,13.49,0.14,9.0,618.0,No,1
24373,30,Female,Associate,87443.0,7.0,Mortgage,9000,Education,15.23,0.1,10.0,591.0,Yes,0
24374,27,Female,Bachelor,60983.0,1.0,Rent,10000,Personal,10.74,0.16,7.0,624.0,Yes,0
24375,35,Female,High School,87594.0,11.0,Mortgage,15000,Medical,10.59,0.17,6.0,671.0,Yes,0
24376,30,Female,High School,87491.0,7.0,Mortgage,6000,Venture,11.99,0.07,10.0,645.0,No,0
24377,32,Male,Master,87257.0,13.0,Mortgage,23095,Debtconsolidation,6.92,0.28,8.0,674.0,Yes,0
24378,30,Male,High School,87501.0,7.0,Mortgage,10000,Medical,10.0,0.11,7.0,656.0,No,0
24379,29,Female,Associate,87347.0,7.0,Mortgage,22100,Venture,7.29,0.25,5.0,703.0,Yes,0
24380,35,Male,Associate,61192.0,14.0,Rent,10000,Education,9.91,0.16,7.0,657.0,Yes,0
24381,31,Male,Bachelor,87154.0,11.0,Mortgage,5000,Venture,6.92,0.06,10.0,628.0,No,0
24382,32,Female,Associate,80462.0,10.0,Mortgage,2000,Debtconsolidation,15.28,0.02,7.0,617.0,No,1
24383,27,Male,Bachelor,87722.0,3.0,Mortgage,6000,Education,5.42,0.07,10.0,503.0,No,0
24384,30,Female,High School,87262.0,7.0,Mortgage,9600,Education,14.17,0.11,5.0,629.0,Yes,0
24385,29,Male,Bachelor,87637.0,7.0,Mortgage,7400,Medical,5.42,0.08,8.0,618.0,Yes,0
24386,28,Male,Bachelor,87151.0,6.0,Mortgage,12000,Homeimprovement,6.92,0.14,7.0,542.0,Yes,0
24387,27,Female,High School,53826.0,5.0,Rent,10000,Venture,15.27,0.19,7.0,628.0,No,1
24388,28,Male,High School,87747.0,3.0,Own,23095,Medical,11.11,0.28,8.0,651.0,No,0
24389,31,Female,Associate,60970.0,8.0,Rent,10000,Medical,12.69,0.16,8.0,615.0,Yes,0
24390,33,Female,Associate,60902.0,10.0,Rent,10000,Personal,11.01,0.16,8.0,643.0,Yes,0
24391,27,Female,Master,86915.0,4.0,Mortgage,11500,Medical,6.91,0.13,10.0,645.0,No,0
24392,27,Male,Associate,87152.0,4.0,Mortgage,2600,Education,9.25,0.03,7.0,577.0,No,0
24393,29,Male,Bachelor,87715.0,6.0,Mortgage,10000,Personal,6.17,0.11,10.0,727.0,No,0
24394,28,Male,Associate,60960.0,7.0,Rent,10000,Debtconsolidation,10.74,0.16,8.0,582.0,No,0
24395,30,Male,Bachelor,60683.0,11.0,Rent,10000,Medical,11.01,0.16,5.0,659.0,No,0
24396,30,Female,Associate,61555.0,6.0,Rent,10000,Homeimprovement,10.36,0.16,7.0,623.0,Yes,0
24397,32,Female,High School,60737.0,9.0,Rent,10000,Debtconsolidation,9.25,0.16,8.0,643.0,Yes,0
24398,28,Male,High School,87711.0,5.0,Mortgage,16000,Personal,15.95,0.18,5.0,597.0,Yes,0
